18;Corporación Universitaria Minuto de Dios UNIMINUTO;Bogotá;Leonidas López Herrán ;ND;5715933004;lelopez@uniminuto.edu;Calle 81b 72 B-70;0;0;0;24;Bello-Risaralda-Caldas-El Bagre-Urabá-Barranquilla-Bogotá-Girardot-Soacha-Madrid-Zipaquirá-Neiva-Garzón-Pitalito-Villavicencio-Mitú-Cúcuta-Bucaramanga-Floridablanca-Girón-Piedecuesta-Ibagué-Cali-Buga ;85;9;30;68613;67018;1595;900;15650;0;0;2780;1786;USD;1347;424;91052332;ND;www.uniminuto.edu/;3;18;205;2753
18;Universidad Cooperativa de Colombia;Bogotá;Maritza Rondón Rangel;ND;5713323565;maritza.rondon@ucc.edu.co;Av. Caracas No. 37-63;0;0;0;18;Apartadó-Cartago-Pasto-Arauca-Espinal-Pereira-Barrancabermeja-Ibagué-Popayán-Medellín-Quibdó-Bucaramanga-Montería-Santa Marta-Cali-Neiva-Villavicencio ;231;5;2;49970;49014;956;379;7152;0;0;4743;2261;USD;1591;523;87662226;ND;www.ucc.edu.co/bogota/;3;50;452;4967
18;Universidad Libre;Bogotá;Nicolás Enrique Zuleta;ND;5713821000;nzuleta_rectoria@unilibre.edu.co;Calle 8a 5 - 80 5 - 80;0;0;0;8;Barranquilla-Bogotá-Cali-Cartagena-Cúcuta-Pereira-Socorro-Cali;225;1;0;32181;27664;4517;1925;2635;0;0;2394;855;USD;2842;1410;98526897;ND;www.unilibre.edu.co/;3;41;404;4485
18;Pontificia Universidad Javeriana;Bogotá;Jorge Humberto Peláez;Adolfo Nicolás;5713208320;info@javeriana.edu.co ;Carrera 7 No. 40 - 62 ;0;1;0;2;Bogotá-Cali;221;1;1;29062;24023;5039;1451;2631;0;0;3981;2136;USD;3957;2658;162464393;ND;www.javeriana.edu.co/;2;4;51;1009
18;Universidad Santo Tomás;Bogotá;Carlos Mario Alzate;ND;5715878797;ND;Carrera 9 No. 51 - 11;0;0;0;4;Bucaramanga-Medellín-Tunja-Villavicencio;0;0;0;28239;24907;3332;993;2395;0;0;1846;942;USD;2717;792;79032353;ND;www.usta.edu.co/;3;34;350;4117
18;Corporación Unificada Nacional de Educación Superior CUN;Bogotá;Jaime Alberto Rincón;Jaime Alberto Rincón;5713078180;ND;Calle 12B No. 4-79;0;0;0;23;Itagüí-Bogotá-Florencia-Yopal-Montería-Fusagasugá-Chía-Mesitas-Cartagena-Barranquilla-Neiva-Santa Marta-Villavicencio-Ipiales-Cúcuta-Atalaya-Armenia-Calarca-Calarca-Pereira-Sincelejo-Ibagué-Buenaventura;108;0;14;24961;24961;0;0;4683;0;0;1059;648;USD;0;404;14128457;ND;www.cun.edu.co/;4;119;1098;12422
18;Fundación Universitaria San Martín;Bogotá;ND;ND;ND;ND;ND;0;0;0;4;Cali-Medellín-Bogotá-Villavicencio;18;0;2;24718;24547;171;0;2435;0;0;2203;734;USD;1850;1324;65644775;ND;ND;3;218;2351;19488
18;Universidad Santader UDES;Santander;Jaime de Jesús Restrepo;ND;5776516500;jrestrepo@udes.edu.co;Calle 79 No. 55 – 210;0;0;0;1;Bucaramanga;87;9;1;24644;9189;15455;3114;1044;0;0;1379;440;USD;2017;783;71710048;ND;www.udes.edu.co/ ;3;33;345;4080
18;Universidad Pontificia Bolivariana;Antioquia;Julio Jairo Ceballos;Ricardo Antonio Tobón;5744488388;ND;Circular 1° 70 - 01;0;1;0;5;Medellín-Montería-Bucaramanga-Palmira-Bogotá;0;0;0;21930;19252;2678;830;1570;0;0;2391;266;USD;3037;1328;88107226;ND;www.upb.edu.co/;3;8;100;1711
18;Politécnico Grancolombiano;Bogotá;Jurgen Chiari Escobar;Fernando Davila;5717455555;jchiarie@poligran.edu.co ;Calle 57 # 3-00 Este.;0;0;0;2;Bogotá-Medellín;68;28;8;21805;21327;478;402;5838;0;0;522;524;USD;1864;1219;65608954;ND;www.poligran.edu.co/;3;190;2027;18192
18;Corporación Universitaria Remington;Antioquia;Pedro Juan González;ND;5743221000;ND;Calle 51 N° 51 - 27;0;0;0;1;Medellín;31;1;17;21225;19805;1420;856;2750;0;0;235;226;USD;1772;715;46387537;ND;www.uniremington.edu.co/;4;98;868;9833
18;Universidad de los Andes;Bogotá;Pablo Navas Sanz;Diego Pizano Salazar;5713394949;ND; Cra 1 Nº 18A- 12 ;0;1;0;1;Bogotá;150;0;0;16908;13067;3841;1175;1211;0;0;1337;1499;USD;4502;5063;164546182;ND;https://www.uniandes.edu.co/;2;2;17;517
18;Universidad de San Buenaventura;Bogotá;José Arturo Rojas;ND;5716671090;rector@usbbog.edu.co;Cra 8 H # 172-20;0;0;0;4;Medellín-Bogotá-Cartagena-Cali;164;6;1;16604;15401;1203;315;2187;0;0;1569;851;USD;3303;895;45939113;ND;www.usbbog.edu.co/;4;62;562;6259
18;Universidad de la Salle;Bogotá;Carlos Gabriel Gómez;ND;5713488000;carlosgomez@lasalle.edu.co;Cra. 5 No. 59A-44;0;1;0;1;Bogotá;54;0;0;15464;14576;888;277;1353;0;0;1084;768;USD;2877;1635;52310452;ND;www.lasalle.edu.co/;3;27;281;3373
18;Fundación Universitaria del Área Andina;Bogotá;Fernando Laverde;Carlos Patricio Eastman;5717424218;flaverde@areandina.edu.co;Calle 71 No.13-21;0;0;0;4;Bogotá-Pereira-Valledupar-Medellín;74;17;8;14954;12054;2900;912;1866;0;0;918;415;USD;2212;1159;45574171;ND;www.areandina.edu.co/;4;79;717;8082
18;Universidad Santiago de Cali;Valle del Cauca;Carlos Andrés Pérez; Juan Portocarrero Cuero;5725183000;ND;Calle 5 # 62-00;0;0;0;2;Cali-Palmira;0;0;0;14940;14127;813;356;1777;0;0;1217;521;USD;1972;646;32051021;ND;www.usc.edu.co/;4;55;498;5427
18;Universidad la Gran Colombia;Bogotá;Rosalba Osorio Cardona;ND;5713276999;mercadeo@ugca.edu.co;Cra. 6 No. 12 B 40;0;0;0;2;Bogotá-Armenia;64;0;0;14761;14570;191;4;1662;0;0;1003;546;USD;1786;672;28502814;ND;www.ulagrancolombia.edu.co/;4;117;1068;12118
18;Universidad Antonio Nariño;Bogotá;Martha Alice Losada;ND;5713152980;rector@uan.edu.co;Calle 58 A BIS No. 37 - 94 ;0;0;0;28;Armenia-Circasia-Manizales-Pereira-Quimbaya-Bucaramanga-Cúcuta-Duitama-Ibagué-Medellín-Neiva-Tunja-Cartagena-Puerto Colombia-Riohacha-Santa Marta-Valledupar-Buenaventura-Buga-Cali-Cartago-Palmira-Pasto-Popayán-Quibdó-Roldanillo-San Francisco-Bogotá;185;15;15;14380;14121;259;105;2144;0;0;1797;663;USD;2671;965;39358842;ND;www.uan.edu.co/;4;23;248;3143
18;Fundación Universitaria Luis Amigo FUNLAM;Antioquia;José Wílmar Sánchez;ND;5744487666;jwsanchez@funlam.edu.co;Transversal 51A #67B 90;0;0;0;6;Medellín-Bogotá-Cali-Manizales-Montería-Apartadó;57;0;18;13212;12718;494;214;1573;0;0;736;260;USD;2305;592;23961467;ND;www.funlam.edu.co/;4;54;496;5420
18;fundación Universitaria Los Libertadores;Bogotá;Sonia Arciniegas Betancourt;Juan Manuel Linares;5712544750;rectoria@libertadores.edu.co; Cra. 16 # 63A - 68;0;0;0;2;Bogotá-Cartagena;27;2;8;13183;12041;1142;679;1501;0;0;939;276;USD;873;601;24614203;ND;www.ulibertadores.edu.co/;4;85;748;8397
18;Escuela Colombiana de Carreras Industriales;Bogotá;Fernando Soler López;ND;5713537171;rectoria@ecci.edu.co;Carrera 19 No. 49-20;0;0;0;2;Bogotá-Medellín;0;0;0;13001;12579;422;0;2248;0;0;621;327;USD;1573;856;24802726;ND;www.ecci.edu.co/;4;97;857;9692
18;Universidad de Medellín;Antioquia;Néstor Hincapié Vargas;Aura Marlenny Arcila;5743405555;ND;Carrera 87 N° 30 - 65;0;0;0;2;Bogotá-Medellín;143;5;0;12500;11136;1364;477;774;0;0;648;194;USD;3293;847;38856198;ND;www.udem.edu.co/;4;30;311;3686
18;Universidad Externado de Colombia;Bogotá;Juan Carlos Henao;ND;5713537000;juan.henao@uexternado.edu.co;Calle 12 No. 1-17 Este;0;1;0;1;Bogotá;235;1;0;12493;5649;6844;2048;1005;0;0;1709;602;USD;4996;2357;95842794;ND;www.uexternado.edu.co/;3;28;292;3520
