7;Universidad Técnica Particular de Loja;Loja;José Barbosa Corbacho;ND;5932571834;rloaiza@utpl.edu.ec;San Cayetano Alto. 11-01-608;0;0;0;1;Loja;34;0;19;43587;41158;2429;0;0;0;0;1145;0;USD;3366;1278;60795000;ND;www.utpl.edu.ec/;3;6;146;2051
7;Universidad Politécnica Salesiana;Cuenca;Javier Herran Gomez;ND;5932862213;jherran@ups.edu.ec;Calle Turuhuayco 3-69 y Calle Vieja;0;0;0;3;Cuenca-Quito-Guayaquil;40;0;0;22113;21952;161;0;0;0;0;0;0;USD;1590;1366;60227794;ND;www.ups.edu.ec/;3;9;238;3046
7;Universidad Católica de Santiago de Guayaquil;Guayaquil;Lino Mauro Toscanini Segale;ND;5932206950;lino.toscanini@cu.ucsg.edu.ec; Av. Carlos Julio Arosemena Km. 1½ vía Daule;0;0;0;1;Guayaquil;55;0;6;19006;17496;1510;0;0;0;0;1153;0;USD;0;0;68155628;ND;www2.ucsg.edu.ec/;3;10;242;3080
7;Universidad Tecnológica de Equinoccial;Quito;José Julio Cevallos Gómez;ND;5932990800;info@ute.edu.ec;Calle Rumipamba s/n  entre Burgeois y Av. Atahualpa ;0;0;0;3;Quito-Santo Domingo-Santa Elena;32;0;11;15784;15003;781;0;0;0;0;0;0;USD;2240;1155;36407261;ND;www.ute.edu.ec/;4;19;416;4572
7;Universidad Regional Autónoma de los Andes;Ambato;Corona Gómez Armijos;ND;5932999000;infocarrerasambato@uniandes.edu.ec;Km 5 ½ Via Baños ;0;0;0;8;Ambato-Ibarra-Puyo-Riobamba-Tulcan-Santo Domingo-Babahoyo-Quevedo;10;0;7;10873;10873;0;0;0;0;0;0;0;USD;0;1700;18483481;ND;www.uniandes.edu.ec/;4;47;1434;14909
7;Universidad Católica de Cuenca;Cuenca;Enrique Pozo Cabrera;ND;5932824365;info@ucacue.edu.ec;Av. 12 de Abril Agustín Cueva Ciudadela ;0;0;0;1;Cuenca;5;0;0;9304;9304;0;0;0;0;0;0;0;USD;0;1260;39531281;ND;www.ucacue.edu.ec/;4;38;1011;11525
7;Universidad Tecnológica Idoamericana;Ambato;Diego Lara Paredes;ND;5932421452;indoamerica@uti.edu.ec;Bolívar 2035 y Guayaquil;0;0;0;2;Quito-Ambato;15;0;0;9304;7655;1649;0;0;0;0;0;0;USD;0;1600;9336065;ND;www.uti.edu.ec/;5;46;1394;14626
7;Pontificia Universidad Católica del Ecuador;Quito;Manuel Corrales Pascual;Hugo Reinoso Luna;5932991700;mcorrales@puce.edu.ec;Av. 12 de Octubre 1076 y Roca;0;0;0;6;Quito-Ibarra-Santo Domingo-Ambato-Esmeraldas-Regional Manabí;57;0;4;8441;7481;960;0;0;0;0;1017;0;USD;2650;3000;50419000;ND;www.puce.edu.ec/;3;4;114;1870
7;Universida Laica Vicente Rocafuerte de Guayaquil;Guayaquil;Jorge Torres Prieto;ND;5932287200;jtorresp@ulvr.edu.ec;Av de las Américas;0;0;0;1;Guayaquil;14;0;0;7259;0;0;0;0;0;0;0;0;USD;0;1000;11754184;ND;www.ulvr.edu.ec/;4;53;1798;17079
7;Universidad del Azuay;Cuenca;Carlos Cordero Díaz;ND;5934091000;rectorado@uazuay.edu.ec;Av. 24 de Mayo 7-77 y Hernán Malo;0;0;0;1;Cuenca;45;0;0;6299;0;0;0;0;0;0;0;0;USD;0;0;23350369;ND;www.uazuay.edu.ec/;4;11;250;3179
