17;Universidad ORT Uruguay;Montevideo;Jorge Grünberg ;Charlotte de Grünberg;59829021505;info@ort.edu.uy;Cuareim 1451  Montevideo;0;0;0;0;ND;0;0;0;12000;0;0;0;0;0;0;0;0;USD;0;0;0;0;www.ort.edu.uy/;ND;4;304;3620
17;Universidad de Montevideo;Montevideo;Juan Manuel Gutiérrez Carrau;ND;59827074461;jgutie@um.edu.uy;Dr Prudencio de Pena 2440  Montevideo 11600;0;0;0;0;ND;0;0;0;3000;0;0;0;0;0;0;0;0;USD;0;0;0;0;www.um.edu.uy/;ND;5;347;4105
17;Universidad Católica del Uruguay;Montevideo;Eduardo Casarotti ;Daniel Sturla Berhouet;59824872717;infoweb@ucu.edu.uy;Av. 8 de Octubre 2738 CP 11600 Montevideo;0;0;0;0;ND;0;0;0;10000;0;0;0;0;0;0;0;0;USD;0;0;0;0;www.ucu.edu.uy/;ND;6;482;5215
17;Universidad del Trabajo del Uruguay;Montevideo;ND;ND;59828008155;web@utu.edu.uy;Magallanes  Montevideo 11200;0;0;0;0;ND;0;0;0;3110;0;0;0;0;0;0;0;0;USD;0;0;0;0;www.utu.edu.uy/;ND;14;693;7814
17;Centro Latinoamericano de Economía Humana;Montevideo;Andrés Lalanne;Adolfo Pérez Piera;59829007194;info@claeh.org.uy;Zelmar Michelini 1220  11100;0;0;0;0;ND;0;0;0;0;0;0;0;0;0;0;0;0;USD;0;0;0;0;www.claeh.org.uy;ND;20;928;10477
17;Universidad de la Empresa;Montevideo;Roberto Brezzo;Jorge Abuchalja;59829002442;rbrezzo@ude.edu.uy;Soriano 959 Montevideo ;0;0;0;0;ND;0;0;0;3100;0;0;0;0;0;0;0;0;USD;0;0;0;0;ude.edu.uy/;ND;27;1223;13436
17;Escuela Nacional de Bellas Artes;Montevideo;ND;ND;59827087606;secretaria@enba.edu.uy;José Martí 3328 - C.P.: 11.300;0;0;0;0;ND;0;0;0;0;0;0;0;0;0;0;0;0;USD;0;0;0;0;www.enba.edu.uy/;ND;30;1933;17781
17;Instituto Universitario Asociación Cristiana de Jóvenes;Montevideo;Oscar Schiaffarino;Mario Pazos;59824089922;iuacj@iuacj.edu.uy;Colonia 1870 piso 6 y 7  Montevideo ;0;0;0;0;ND;0;0;0;2240;0;0;0;0;0;0;0;0;USD;0;0;0;0;www.iuacj.edu.uy/;ND;32;2105;18515
17;Facultad de Teología del Uruguay Mons Mariano Soler;Montevideo;Antonio Bonzani Adorna;Nicolás Cotugno;59822000289;rpublicas@facteologia.edu.uy;San Fructuoso 1019  Montevideo;0;0;0;0;ND;0;0;0;0;0;0;0;0;0;0;0;0;USD;0;0;0;0;www.facteologia.edu.uy/;ND;34;2876;21330
17;Instituto Universitario Francisco de Asís;Maldonado;Alfredo Oliveros;Martín Marzano;59842233897;alfredooliveros2003@gmail.com;25 de Mayo esq. Román Guerra;0;0;0;0;ND;0;0;0;2100;0;0;0;0;0;0;0;0;USD;0;0;0;0;www.unifa.edu.uy/;ND;35;2957;21571
17;CEI Punta del Este;Maldonado;Leandro Scasso Burghi;ND;59842232209;devincenzi@cei.edu.uy;Dr. Juan T Edye  Maldonado;0;0;0;0;ND;0;0;0;0;0;0;0;0;0;0;0;0;USD;0;0;0;0;www.cei.edu.uy/;ND;36;3215;22352
17;Centro de Docencia  Investigación e Información en Aprendizaje;Montevideo;ND;ND;59827073169;bedelia@cediiap.edu.uy ;Bvar. España 2433;0;0;0;0;ND;0;0;0;0;0;0;0;0;0;0;0;0;USD;0;0;0;0;www.cediiap.edu.uy/;ND;37;3303;22561
17;Instituto Gastronómico UG;Punta del Este;Mario Del Bó;ND;59842480745;mdelbo@ug.edu.uy;Pascual Gattas s/n  Punta del Este 20100;0;0;0;0;ND;0;0;0;0;0;0;0;0;0;0;0;0;USD;0;0;0;0;www.ug.edu.uy/;ND;38;3437;22929
17;Politécnico de Punta del Este;Maldonado;Ricardo Pascale;ND;59842254652;info@politecnico.edu.uy;18 de Julio y Treinta y Tres - Maldonado C.P.: 20000;0;0;0;0;ND;0;0;0;0;0;0;0;0;0;0;0;0;USD;0;0;0;0;www.politecnico.edu.uy/;ND;39;3501;23096
17;Punta del Este Flight School;Punta del Este;Laura Rodríguez;ND;59842577485;l.rodriguez@puntaflightschool.com;Calle Laguna del Diario manzana 212  Club del Lago;0;0;0;0;ND;0;0;0;0;0;0;0;0;0;0;0;0;USD;0;0;0;0;www.puntaflightschool.com/;ND;40;3698;23658
