16;Universidad Latina;San Pedro;Clotilde Fonseca;ND;50622241920;ND;San Pedro;0;0;0;9;San Pedro-Heredia-Cañas-Ciudad Neilly-Grecia-Guápiles-Liberia-Peréz Zeledón-Santa Cruz;49;0;0;16900;0;0;0;0;0;0;1450;0;USD;0;825;27877742;ND;www.ulatina.ac.cr/;4;14;737;8256
16;Universidad Metropolitana Castro Carazo;San José;Estrella Porras;ND;50625420300;info@umca.net;Av primera  entre las calles 5 y 7;0;0;0;7;San José-Limón-Puntarenas-Palmares-Peréz Zeledón-Paso Canoas-Puriscal;29;0;0;6777;0;0;0;0;0;0;0;0;USD;1049;725;12020104;ND;www.umca.net/;4;34;1975;17986
16;Universidad Internacional de las Américas;San José;Máximo Sequeira Alemán;ND;50622125500;info@uia.ac.cr;Barrio Aranjuez;0;0;0;2;San José-Heredia;19;0;0;6624;0;0;0;0;0;0;0;0;USD;0;597;7910773;ND;www.uia.ac.cr/;5;26;1647;16226
16;Universidad de las Ciencias y el Arte en Costa Rica;San José;Francisco Jiménez Villalobos;ND;50640310700;info@udelascienciasyelarte.ac.cr;250 m Sur de la Corte Suprema de Justicia  Barrio Luján;0;0;0;8;San José-Alajuela-Heredia-Cartago-Tibás-Esparza-Naranjo-Peréz Zeledón;61;0;0;5758;0;0;0;0;0;0;0;0;USD;840;620;8402278;ND;www.udelascienciasyelarte.ac.cr/;5;13;706;7976
16;Universidad Hispanoamericana;Llorente de Tibás;Ángel Marín Espinoza;ND;50622419090;info@uh.ac.cr;600 m Sur y 150 m Oeste del parqueo del ICE;0;0;0;4;Llorente de Tibás-Aranjuez-Heredia-Puntarenas;65;0;0;3703;0;0;0;0;0;0;0;0;USD;0;546;4042297;ND;www.uhispanoamericana.ac.cr/;5;19;1102;12444
16;Universidad de San José ;San José;Greivin Arrieta Chacón;ND;5062218 0747 ;info@universidadsanjosecr.com;NA;0;0;0;1;San José;22;0;0;3682;0;0;0;0;0;0;0;0;USD;0;438;3222369;ND;www.universidadsanjosecr.com/;5;47;2967;21600
16;Universidad Internacional San Isidro Labrador;San Carlos;Olga Montero Ceciliano;ND;50627721232;rectoria@uisil.com;400 N y 50 oeste semáforo Catedral Ciudad Quesada;0;0;0;9;San Carlos-Grecia-Heredia-Quepos-Rio Claro-San Vito-Buenos Aires-Guápiles-Upala;35;0;0;3675;0;0;0;0;0;0;0;0;USD;0;282;2071562;ND;www.uisil.com/;5;45;2839;21206
16;Universidad Americana ;San José;Rosa María Monge Monge;ND;50640332520;cap@uam.cr;Plaza Roosevelt  150 oeste;0;0;0;3;San José-Heredia-Cartago;26;0;0;3312;0;0;0;0;0;0;0;0;USD;0;405;2682246;ND;www.uam.ac.cr/;5;32;1961;17907
16;Universidad Fidélitas;San Pedro;Ana Isabel Solano Brenes;ND;50622068600;info@ufidelitas.ac.cr;Curridabat  del Colegio de Ingenieros y Arquitectos 500 mts Norte y 300 mts Este frente AM PM;0;0;0;2;San Pedro-Heredia;42;0;0;2763;0;0;0;0;0;0;0;0;USD;0;539;2980076;ND;ufidelitas.ac.cr/;5;28;1742;16750
16;Universidad Latinoamericana de Ciencia y Tecnología ;San José;Silvia Castro Montero;ND;50625234000;info@ulacit.ac.cr;800 m al norte del Parque Central de San José  o a 150 m al sur del Periódico La República;0;0;0;1;San José;144;0;0;2702;0;0;0;0;0;0;0;0;USD;0;683;3691762;ND;www.ulacit.ac.cr/;5;10;570;6399
