12;Escuela Agrícola Panamericana Zamorano;Tegucigalpa;Roberto Cuevas García;ND;50422872000;rcuevasg@zamorano.edu;Apartado Postal 93 Tegucigalpa;0;0;0;0;ND;0;0;0;1150;0;0;0;0;0;0;0;0;USD;0;0;0;ND;comunidad.zamorano.edu/page.aspx?pid=776;ND;1;409;4515
12;Universidad Tecnológica Centroamericana;Tegucigalpa;Luis Zelaya Medrano;ND;50422681000;lzelayam@unitec.edu;ND;0;0;0;0;ND;0;0;0;15000;0;0;0;0;0;0;0;0;USD;0;0;0;ND;www.unitec.edu/;ND;3;587;6560
12;Universidad Tecnológica de Honduras;San Pedro Sula;Javier Mejía;ND;50425082600;javier.mejia@uth.hn;3 cuadras al oeste del puente Rio Blanco  Bulevar del Norte;0;0;0;0;ND;0;0;0;13500;0;0;0;0;0;0;0;0;USD;0;0;0;ND;www.uth.hn/;ND;5;924;10439
12;Universidad Católica de Honduras;Francisco Morazán;Elio David Alvarenga Amador;ND;50422386794;rector@unicah.edu;Calle de los Alcaldes  Colonia la Felicidad  Aldea las Casitas  Comayaguela;0;0;0;0;ND;0;0;0;16456;0;0;0;0;0;0;0;0;USD;0;0;0;ND;www.unicah.edu/;ND;6;1423;14855
12;Escuela Nacional de Ciencias Forestales;Comayagua;Emilio Esbeih;ND;50427730011;relacionesexternas@esnacifor.edu.hn; Carretera del Norte  Colonia Las Américas  Apartado Postal # 2  Siguatepeque  Comayagua;0;0;0;0;ND;0;0;0;0;0;0;0;0;0;0;0;0;USD;0;0;0;ND;www.esnacifor.hn/;ND;7;1690;16475
12;Universidad José Cecilio del Valle;Tegucigalpa;Francisco José Roza;ND;50422808528;rectoria@ujcv.edu.hn;Colonia Humuya  Avenida Altiplano  Calle Poseidón;0;0;0;0;ND;0;0;0;12000;0;0;0;0;0;0;0;0;USD;0;0;0;ND;ujcv.edu.hn/;ND;9;1986;18046
12;Universidad de San Pedro Sula;San Pedro Sula;Roberto Martínez Arias;Carlos Enrique Bueso;50425618727;roberto.martinez@usap.edu;Ave. Circunvalación;0;0;0;0;ND;0;0;0;11000;0;0;0;0;0;0;0;0;USD;0;0;0;ND;www.usap.edu/;ND;10;1998;18091
12;Universidad Metropolitana de Honduras;Francisco Morazán;Ernesto Armando Enamorado;ND;50422801111;mercadeo@unimetro.edu.hn;Edificio # 1 Plaza COLPROSUMAH  Cruce del Blvd. Centro América y Suyapa  Contiguo a casa presidencial  lado posterior;0;0;0;0;ND;0;0;0;10500;0;0;0;0;0;0;0;0;USD;0;0;0;ND;"www.unimetro.edu.hn/";ND;11;2230;19010
12;Universidad Politécnica de Ingeniería Honduras;Francisco Morazán;Jance Carolina Funes;ND;50422257454;jcfunes@upi.edu.hn ;Residencial La Granja Bloque F  lote 1. Comayagüela  Francisco Morazán.;0;0;0;0;ND;0;0;0;2500;0;0;0;0;0;0;0;0;USD;0;0;0;ND;www.upi.edu.hn;ND;12;2457;19880
12;Universidad Cristiana Evangélica Nuevo Milenio;San Pedro Sula;María Antonia Fernández de Suazo;ND;50425570732;info@ucenm.net.;14 y 15 Calle  3 era Ave.  Esquina opuesta a Keymart  San Pedro Sula  Cortés;0;0;0;0;ND;0;0;0;1560;0;0;0;0;0;0;0;0;USD;0;0;0;ND;ucenm.net/;ND;13;2870;21302
12;Centro de Diseño  Arquitectura y Construcción;San Pedro Sula;Mario E. Martín;ND;50425510411;rector@cedac.edu.hn;Calle Principal Zona del Palenque  contiguo a Distribuidora Solis. Entrada Principal a la Colonia Paseo Real;0;0;0;0;ND;0;0;0;1245;0;0;0;0;0;0;0;0;USD;0;0;0;ND;www.cedac.edu.hn/;ND;14;3026;21779
12;Instituto Superior Tecnológico Jesús de Nazareth;San Pedro Sula;José María Sánchez Alvarado;ND;50425660005;o.amaya@ujn.edu.hn;Boulevard Las Torres  Col. Villas del Sol  San Pedro Sula ;0;0;0;0;ND;0;0;0;0;0;0;0;0;0;0;0;0;USD;0;0;0;ND;www.ujn.edu.hn/;ND;15;3100;22028
