5;Universidad Andrés Bello;Santiago;José Rodríguez Pérez;Juan Antonio Guzmán;56800228622;matricula@unab.cl;Sazié 2212. 32349;0;0;0;4;Santiago-Viña del Mar-Concepción-Cimarq;130;0;0;41986;0;0;0;0;0;0;2348;0;USD;0;311607;223192678;ND;www.unab.cl/;2;13;141;2024
5;Universidad de las Américas;Santiago;María Pilar Armanet;ND;56222531999;rectoria@udla.cl;Manuel Montt 948. 8320000 ;0;0;0;3;Santiago-Viña del Mar-Concepción;43;0;0;34061;0;0;0;0;0;0;2600;0;USD;0;150000;122495431;ND;www.udla.cl/;2;51;856;9685
5;Universidad Tecnológica de Chile INACAP ;Santiago;Gonzalo Vargas Otte;Gonzalo García Balmaceda;56225797204;informaciones@inacap.cl;Av. Vitacura 10.151  Vitacura;0;0;0;25;Arica-Iquique-Calama-Antofagasta-Copiapó-La Serena-Valparaíso-Apoquindo-Maipú-Renca-Pérez Rosales-Santiago-Puente Alto-Rancagua-Curicó-Talca-Chillan-Concepción-Los Ángeles-Temuco-Valdivia-Osorno-Puerto Montt-Coyhaique-Punta Arenas;96;0;0;32697;0;0;0;0;0;0;0;0;USD;0;229270;89085402;ND;www.inacap.cl/;3;25;334;3900
5;Universidad Santo Tomás;Santiago;Jaime Vatter Gutiérrez;Juan Hurtado Vicuña;56223625000;rectoria@santotomas.cl;Avenida Ejército 146. 8320000 ;0;0;0;14;Arica-Iquique-Antofagasta-Copiapó-La Serena-Viña del Mar-Santiago-Talca-Concepción-Los Ángeles-Temuco-Valdivia-Osorno-Puerto Montt;104;0;0;29086;0;0;0;0;0;0;3031;0;USD;0;92218;105641094;ND;www.santotomas.cl/;2;32;432;4781
5;Universidad San Sebastián;Concepción;Hugo Lavados Montes;Luis Cordero Barrera;56800771300;hugo.lavados@uss.cl;General Cruz 1577. 4030000 ;0;0;0;4;Santiago-Concepción-Valdivia-Puerto Montt;64;0;0;26081;0;0;0;0;0;0;2804;0;USD;0;142647;138544224;ND;www.uss.cl/;2;41;620;7000
5;Universidad de Concepción;Concepción;Sergio Lavanchy Merino;ND;56412204246;rector@udec.cl;Calle Víctor Lamas 1290. 4070386;0;0;0;3;Concepción-Chillán-Los Ángeles;211;0;0;24254;0;0;0;0;0;0;1538;0;USD;0;89100;101315909;ND;www.udec.cl/;2;3;37;814
5;Pontificia Universidad Católica de Chile;Santiago;Ignacio Sánchez Díaz;Ricardo Ezzati Andrello;56223542000;rectoria@uc.cl ;Avda. Libertador Bernardo OHiggins 340;0;0;0;1;Santiago;240;0;0;23439;0;0;0;0;0;0;1586;0;USD;0;102000;139735883;ND;www.uc.cl/;2;2;20;549
5;Universidad Autónoma de Chile;Temuco;Juan Enrique Froemel Andrade;Teodoro Ribera Beneít;56223036000;pmaturanab@uautonoma.cl;Avenida Alemania 01090;0;0;0;4;Temuco-Talca-El Llano Subercaseaux-Providencia;53;0;0;20766;0;0;0;0;0;0;821;0;USD;0;173551;86541018;ND;www.uautonoma.cl/;3;52;920;10404
5;Universidad Técnica Federico Santa María;Valparaiso;Darcy Fuenzalida O’Shee;Roberto Medina;56322629188;dgc@usm.cl;Avenida España 1680;0;0;0;7;Valparaiso-Viña del Mar-Santiago Vitacura- Santiago San Joaquín-Concepción-Rancagua-Guayaquil;72;0;0;18414;0;0;0;0;0;0;739;0;USD;0;154180;73177858;ND;www.usm.cl;3;6;78;1457
5;Universidad Mayor;Santiago;Rubén Covarrubias Giordano;Ricardo Garcia;56223281538;soledad.ramirez@umayor.cl ;Américo Vespucio Sur 357. Las condes;0;0;0;2;Santiago-Temuco;128;0;0;16897;0;0;0;0;0;0;2459;0;USD;0;302488;96384530;ND;www.umayor.cl;3;31;422;4641
5;Universidad Diego Portales;Santiago;Carlos Peña González;Juan Pablo Illanes;56226762000;carlos.pena@udp.cl;Manuel Rodríguez Sur 415;0;0;0;1;Santiago;87;0;0;13663;0;0;0;0;0;0;1600;0;USD;0;332235;80742245;ND;www.udp.cl/;3;10;121;1908
5;Pontificia Universidad Católica de Valparaiso;Valparaiso;Claudio Elórtegui Raffo;Gonzalo Duarte García;56322273201;rector@ucv.cl;Avenida Brasil 2950;0;0;0;1;Valparaiso;64;0;0;13443;0;0;0;0;0;0;1097;0;USD;0;159000;58925219;ND;www.ucv.cl/;3;8;82;1475
5;Universidad del Desarrollo;Santiago;Federico Valdés Lafontaine;Hernán Büchi Buc;56223279110;admision@udd.cl; Av. Plaza 680  San Carlos de Apoquindo  Las Condes;0;0;0;2;Santiago-Concepción;93;0;0;13076;0;0;0;0;0;0;1064;0;USD;0;361659;94636885;ND;www.udd.cl/;3;18;215;2847
5;Universidad Central de Chile;Santiago;Rafael Rosell Aiquel;Ricardo Napadensky Bauzá;56225826000;rafael.rosell@ucentral.cl;Toesca 1783;0;0;0;3;Santiago-La Serena-Antofagasta;70;0;0;12606;0;0;0;0;0;0;930;0;USD;0;22795;45998604;ND;www.ucentral.cl/;4;30;399;4451
5;Universidad Austral de Chile;Valdivia;Oscar Galindo Villarroel;ND;56632221960;rectoria@uach.cl;Independencia 641;0;0;0;4;Valdivia-Miraflores-Puerto Montt-Coyhaique;113;0;0;12379;0;0;0;0;0;0;1409;0;USD;0;134000;54084834;ND;www.uach.cl/;3;5;61;1220
5;Universidad Católica de la Santísima Concepción;Concepción;Juan Miguel Cancino Cancino;Fernando Chomali Garib;56412345011;rectoria@ucsc.cl;Alonso de Ribera 2850;0;0;0;5;Concepción-Talcahuano-Los Ángeles-Chillán-Cañete;75;0;0;10656;0;0;0;0;0;0;809;0;USD;0;72931;26135022;ND;www.ucsc.cl/;4;26;359;4207
5;Universidad Católica del Norte;Antofagasta;Jorge Tabilo Álvarez;ND;56552355000;jtabilo@ucn.cl;Avenida Angamos 0610;0;0;0;4;Antofagasta-Coquimbo-San Pedro de Atacama-Santiago;79;0;0;9509;0;0;0;0;0;0;758;0;USD;0;114000;41298609;ND;www.ucn.cl/;4;16;191;2595
5;Universidad de Tarapacá;Arica;Arturo Flores Franulic;Gonzalo Hidalgo Gaete;56582205100;aflores@uta.cl;General Velásquez 1775;0;0;0;3;Arica-Iquique-Santiago;65;0;0;8680;0;0;0;0;0;0;368;0;USD;0;113083;35354331;ND;www.uta.cl/;4;14;156;2133
5;Universidad Pedro Valdivia;Antofagasta;Aldo Biagini Alarcón;Enrique Rodríguez Villa;56552486875;jfuentes@upv.cl;Avenida República de Croacia 0262;0;0;0;5;Antofagasta-La Serena-Santiago-Chillán-Concepción;32;0;0;8674;0;0;0;0;0;0;1564;0;USD;0;152166;32681747;ND;www.upv.cl/;4;54;972;11013
5;Universidad Adolfo Ibañez;Santiago;Andrés Benítez;Sergio Undurraga Saavedra;56223311000;andres.benitez@uai.cl;Diagonal Las Torres 2640 Peñalolén;0;0;0;4;Santiago-Villa del Mar-Errázuriz-Miami;48;0;0;7718;0;0;0;0;0;0;311;0;USD;0;437430;56185766;ND;www.uai.cl/;3;22;278;3332
5;Universidad Católica de Temuco;Temuco;Aliro Bórquez Ramírez;Héctor Eduardo Vargas Bastidas;56452205200;rector@uctemuco.cl;Rudecindo Ortega 02950;0;0;0;2;Temuco-Araucania;69;0;0;7479;0;0;0;0;0;0;0;0;USD;0;119896;27067213;ND;www.uct.cl/;4;11;127;1945
5;Universidad de Viña del Mar;Viña del Mar;Juan Pablo Prieto Cox;ND;56322462420;rectoria@uvm.cl;Agua Santa 7055  sector Rodelillo;0;0;0;1;Viña del Mar;47;0;0;7030;0;0;0;0;0;0;951;0;USD;0;212093;31201031;ND;www.uvm.cl/;4;42;638;7175
5;Universidad de Aconcagua;Santiago;José Francisco Aguirre Osa;ND;56223607500;contacto@uac.cl;Antonio Bellet 444  Providencia;0;0;0;16;Calama-La Ligua-La Serena-Los Andes-San Antonio-San Felipe-Santiago-Viña del Mar-Rancagua-Linares-Chillán-Concepción-Temuco-Valdivia-Puerto Montt-Ancud;53;0;0;6721;0;0;0;0;0;0;0;0;USD;0;114785;16168926;ND;www.uac.cl/;4;62;1487;15169
5;Universidad Católica del Maule;Talca;Diego Durán Jara;Horacio Valenzuela Abarca;56712203100;rector@ucm.cl;Avda. San Miguel 3605;0;0;0;2;Talca-Curicó;45;0;0;6581;0;0;0;0;0;0;514;0;USD;0;128923;25307158;ND;www.ucm.cl/;4;29;392;4425
5;Universidad de los Andes;Santiago;José Antonio Guzmán Cruzat;ND;56226181000;agalaz@uandes.cl;Álvaro del Portillo 12.455  Las Condes;0;0;0;1;Santiago;99;0;0;6273;0;0;0;0;0;0;1549;0;USD;0;361247;43495976;ND;www.uandes.cl/;4;28;387;4392
5;Universidad Alberto Hurtado;Santiago;Fernando Montes Matte;Cristián del Campo Simonetti;56226920200;fmontes@uahurtado.cl;Almirante Barroso 10;0;0;0;1;Santiago;65;;0;5356;0;0;0;0;0;0;0;0;USD;0;139774;24695607;ND;www.uahurtado.cl/;4;20;255;3208
