2;UNIVERSIDADE PAULISTA;SAO PAULO;NA;  FERNANDO DI GENIO BARBOSA ( DIRETOR SECRETÁRIO ) ;(11)55864240;secretariageral@unip.br;Rua Doutor Bacelar 1212 ;0;0;0;849;NA;907;0;15;466.135;291.768;160;0;174.207;0;0;6.426;7.951;USD;0;0;670.075.426.103.973;NA;www.unip.br/
2;UNIVERSIDADE ANHANGUERA - UNIDERP;CAMPO GRANDE;NA;  GISLAINE MORENO ( DIRIGENTE ) ;(67)33488114;uniderp@uniderp.br;Rua Ceará 333 ;1;0;0;409;NA;39;0;18;169.538;122.157;0;0;47.381;0;0;391;400;USD;0;0;575.539.793.924.955;NA;www.uniderp.br/
2;CENTRO UNIVERSITÁRIO ANHANGUERA DE NITERÓI;NITERÓI;NA;  GISLAINE MORENO ( DIRIGENTE );(21)21991441 ;ddi@kroton.com.br;Rua Visconde do Rio Branco  Nº:  137 ;1;0;0;3;Itaboraí-Niterói;30;0;0;15.711;10.106;0;0;5.605;0;0;216;180;USD;0;0;575.539.793.924.955;NA;www.anhanguera.com/graduacao/.../unipli.php
2;CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE;CAMPO GRANDE;NA;  GISLAINE MORENO ( DIRIGENTE );(67)33166000;presidente@unianhanguera.edu.br;Avenida Fernando Correa da costa 1800 ;1;0;0;2;Campo Grande;17;0;0;8.638;5.862;0;0;2.776;0;0;164;112;USD;0;0;575.539.793.924.955;NA;www.anhanguera.com/graduacao/localidades/campogrande1ms.php
2;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;SAO PAULO;NA;  GISLAINE MORENO ( DIRIGENTE );(11)31886700;daex.aesa@aesapar.com;Avenida Brigadeiro Luis Antônio 871 ;1;0;0;9;SAO PAULO;155;0;0;31.107;17.696;0;0;13.411;0;0;499;218;USD;0;0;575.539.793.924.955;NA;www.anhanguera.com/graduacao/localidades/uniban_matriz_centro_univ.php
2;CENTRO UNIVERSITÁRIO ANHANGÜERA;LEME;NA;  GISLAINE MORENO ( DIRIGENTE );(19)35715717;daex.aesa@aesapar.com;Rua Waldemar Silenci 340 ;1;0;0;2;Leme-Pirassununga;20;0;0;5.372;3.843;0;0;1.529;0;0;113;90;USD;0;0;575.539.793.924.955;NA;www.anhanguera.com/home/
2;UNIVERSIDADE BANDEIRANTE ANHANGUERA;SAO PAULO;NA;NA;NA;NA;NA;1;0;0;0;NA;266;0;0;34.823;24.846;219;0;9.758;0;0;538;328;USD;0;0;575.539.793.924.955;NA;www.uniban.br/
2;UNIVERSIDADE DO GRANDE ABC;SANTO ANDRE;NA;NA;(11)49919800;vice_reitoria@uniabc.br;Avenida Industrial 3330 ;1;0;0;1;NA;44;0;0;16.098;10.896;0;0;5.202;0;0;250;162;USD;0;0;575.539.793.924.955;NA;www.anhanguera.com/graduacao/localidades/uniabc.php
2;CENTRO UNIVERSITÁRIO ANHANGUERA;SANTO ANDRE;NA;  GISLAINE MORENO ( DIRIGENTE ) ;(11)44358899;secretariageral.santoandre@unianhanguera.edu.br;Rua Senador Flaquer 456/459 ;1;0;0;3;Santo André;31;0;0;12.818;8.788;0;0;4.030;0;0;244;116;USD;0;0;575.539.793.924.955;NA;http://www.anhanguera.com/home/
2;UNIVERSIDADE ESTÁCIO DE SÁ;RIO DE JANEIRO;NA;  ROGERIO FROTA MELZI ( DIRETOR PRESIDENTE ) ;(21)33119716;vr.graduacao@estacio.br;Av. das Américas 4200 Bloco 11;1;0;0;62;NA;519;0;32;216.614;151.095;277;0;65.242;0;0;2.921;2.205;USD;0;0;513.057.183.442.525;NA;www.estacio.br/
